f2d66a4d-0c08-3b48-abf6-649fffd7ae90,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
875542a2-f786-34dd-933b-84a8af1aaaba,530,580,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
f41f1e4d-cb4f-3ded-b4b0-4a7c4da044e5,660,710,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
46da55a4-17f7-31a1-9492-fddb5af9cf13,800,850,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
8c7cd81e-4f81-357c-a40b-43f954484804,725,775,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
76c82895-6420-3a2c-bb27-5b19b2e07755,800,850,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
88ad9821-70fb-3829-96cc-b5babbfed60b,660,760,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
d81c681b-958c-3b19-ace7-9f24939251c2,865,915,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
9fe9fc2a-fdfa-36bb-8188-0bc9d87aedf5,660,760,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
99c6bbc5-fb31-3566-b494-d4ba5a5c0aff,595,645,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
f022ea9c-ee92-302e-8fc8-0a8679faf26e,660,760,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
eb229c80-319d-3c86-b098-6762e1548459,800,900,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ce61f856-0774-3985-87e2-7d692efe4145,930,980,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
566badf2-c44f-3e49-b372-717a38eff241,870,920,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
f82cce91-8cbd-3598-8c2e-224ffc8be7a5,1040,1090,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
dc1a042d-2e0b-3aa0-8022-e4cbee400972,1040,1140,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
b00bd9e3-27c0-3d90-a398-2fd6d1aa006b,595,645,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
e33a173f-d936-32b3-ad83-a0c5b84f83b5,530,580,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
57d572b8-9285-38e3-a87b-6d8e476cd881,530,580,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
777eb31b-cba1-3a32-9387-5f259bd0eeea,930,980,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
8edf2260-70a7-368d-aacb-58e277dd5abb,995,1045,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
8cd48b60-5b0d-36ea-9e51-a00559db7b7c,1050,1100,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
c07d6f38-5f55-3f40-9439-1e82d315f0c7,800,900,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
00653101-07a8-363c-9a24-7ed5d942cefb,960,1010,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
43e13c57-f64b-312b-a7f9-284c358d30c0,660,760,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
af31f25a-18bf-330c-b136-dfd99038d67d,865,915,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
d3e26e55-24fd-3587-af28-f23dd2542c24,530,580,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
a86728f2-3d36-3fce-b937-8b8f9224b149,935,985,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
be70b27c-8312-34f4-a4ca-ed15ba72d8a6,725,775,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
0ebb5383-9be7-35ae-b48e-56ce64d343ab,660,710,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
73391171-a11f-3b7a-8429-590afcf7df2c,1050,1140,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2c0ffb35-1f4d-3669-8aa0-639df68ef792,1050,1170,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
c074f474-c131-3fdf-8656-108cb3ab6f80,930,1050,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
efc17512-71fd-315a-bf59-1d1a1e7e64a6,720,780,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
8ba7e8c1-aff2-35f6-b412-18b071028536,930,1050,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
d3090d4d-8074-3009-9824-dd123759fba1,930,1050,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
edb45200-258b-3bcd-a715-82e0eed9d0f6,720,770,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
6e7b8ec0-1aea-36c8-8e0e-0704785d6009,930,1080,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
aee5fd52-1ebf-394a-a0bc-4764be40dba8,930,1050,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
5f5a47da-debf-3009-8a30-28c20ea9d38b,930,1050,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
94c20445-1ae0-30e5-a901-207c1ccf192b,1140,1290,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
6d1ccd79-f510-3169-9e0b-06277b6867a0,1140,1290,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
ae50244b-d06b-38d9-bf86-56b4292c1673,945,1050,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
ad672c6c-92a3-3c1a-a9ab-1d14ac4df4f8,930,1050,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
c3442290-74ac-3650-8cf5-772b17cb904b,1140,1290,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
81713e5d-9031-366c-b9a2-d6ecc6bc0f31,1140,1260,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
235fed4d-1c96-310e-966c-8ba61ed64738,930,1020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4011a2c4-6671-3a3c-bfa3-7b42f8fec897,870,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
65ebcfbd-e163-304e-8096-c2474e92f439,725,775,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
f22e3d99-0a1c-3659-8862-ca42da0e621a,800,850,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
23dc330c-7293-3d00-acef-0399646d796e,1170,1290,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17d98ae7-2384-3d29-ac15-befdd3dd5b4c,660,710,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
033f6844-a92b-349e-8387-2cd4e0076f85,720,790,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
7334123b-594c-3239-acf5-a9a16d053085,720,780,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
60f061f2-ce0f-3708-8e8d-4e197db26b7a,720,790,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ccc558f0-fa39-3d41-b983-6d8052d5809f,720,790,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
