course_offering_ID,subject_code
b729bdbf-c272-3d36-ba1b-b428217b037b,346
b729bdbf-c272-3d36-ba1b-b428217b037b,612
b729bdbf-c272-3d36-ba1b-b428217b037b,636
b729bdbf-c272-3d36-ba1b-b428217b037b,207
b729bdbf-c272-3d36-ba1b-b428217b037b,490
b729bdbf-c272-3d36-ba1b-b428217b037b,418
b729bdbf-c272-3d36-ba1b-b428217b037b,240
c94b0026-46e5-3183-9e02-f0d8616b020e,220
c94b0026-46e5-3183-9e02-f0d8616b020e,320
c94b0026-46e5-3183-9e02-f0d8616b020e,684
c94b0026-46e5-3183-9e02-f0d8616b020e,346
c94b0026-46e5-3183-9e02-f0d8616b020e,612
c94b0026-46e5-3183-9e02-f0d8616b020e,207
c94b0026-46e5-3183-9e02-f0d8616b020e,636
c94b0026-46e5-3183-9e02-f0d8616b020e,490
c94b0026-46e5-3183-9e02-f0d8616b020e,240
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,220
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,320
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,684
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,346
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,612
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,207
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,636
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,490
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,418
e6fe4acb-9375-3b46-9d16-6d6ae716d80a,240
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,220
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,320
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,684
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,346
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,612
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,207
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,636
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,490
73eb2c88-a7c0-36db-872f-b2fc0c1c956d,240
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,220
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,320
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,684
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,346
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,612
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,636
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,207
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,490
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,418
f12c576b-a86e-36a5-b306-2e9f16f4fa7e,240
04a206fe-cf6a-3c75-b684-f7e1422797e5,220
04a206fe-cf6a-3c75-b684-f7e1422797e5,320
04a206fe-cf6a-3c75-b684-f7e1422797e5,684
04a206fe-cf6a-3c75-b684-f7e1422797e5,346
04a206fe-cf6a-3c75-b684-f7e1422797e5,612
04a206fe-cf6a-3c75-b684-f7e1422797e5,636
04a206fe-cf6a-3c75-b684-f7e1422797e5,207
04a206fe-cf6a-3c75-b684-f7e1422797e5,490
04a206fe-cf6a-3c75-b684-f7e1422797e5,418
04a206fe-cf6a-3c75-b684-f7e1422797e5,240
f84c7f22-aa01-3d7d-90f1-c592f0d56841,220
f84c7f22-aa01-3d7d-90f1-c592f0d56841,320
f84c7f22-aa01-3d7d-90f1-c592f0d56841,684
f84c7f22-aa01-3d7d-90f1-c592f0d56841,346
f84c7f22-aa01-3d7d-90f1-c592f0d56841,612
f84c7f22-aa01-3d7d-90f1-c592f0d56841,207
f84c7f22-aa01-3d7d-90f1-c592f0d56841,636
f84c7f22-aa01-3d7d-90f1-c592f0d56841,490
f84c7f22-aa01-3d7d-90f1-c592f0d56841,240
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,220
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,320
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,684
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,346
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,612
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,207
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,636
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,490
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,418
7b8aa2b9-560f-34a6-aa4b-153d1abfb542,240
a4f39010-e771-3375-abce-4fa0bdb01139,220
a4f39010-e771-3375-abce-4fa0bdb01139,320
a4f39010-e771-3375-abce-4fa0bdb01139,346
a4f39010-e771-3375-abce-4fa0bdb01139,612
a4f39010-e771-3375-abce-4fa0bdb01139,207
a4f39010-e771-3375-abce-4fa0bdb01139,636
a4f39010-e771-3375-abce-4fa0bdb01139,490
a4f39010-e771-3375-abce-4fa0bdb01139,418
a4f39010-e771-3375-abce-4fa0bdb01139,240
e2b91cd9-7941-319c-a3da-5f682c9d06eb,220
e2b91cd9-7941-319c-a3da-5f682c9d06eb,320
e2b91cd9-7941-319c-a3da-5f682c9d06eb,684
e2b91cd9-7941-319c-a3da-5f682c9d06eb,346
e2b91cd9-7941-319c-a3da-5f682c9d06eb,612
e2b91cd9-7941-319c-a3da-5f682c9d06eb,207
e2b91cd9-7941-319c-a3da-5f682c9d06eb,636
e2b91cd9-7941-319c-a3da-5f682c9d06eb,490
e2b91cd9-7941-319c-a3da-5f682c9d06eb,240
5da2e500-1b41-3adf-8e03-0614ae7803ab,220
5da2e500-1b41-3adf-8e03-0614ae7803ab,320
5da2e500-1b41-3adf-8e03-0614ae7803ab,346
5da2e500-1b41-3adf-8e03-0614ae7803ab,612
5da2e500-1b41-3adf-8e03-0614ae7803ab,207
5da2e500-1b41-3adf-8e03-0614ae7803ab,636
5da2e500-1b41-3adf-8e03-0614ae7803ab,490
5da2e500-1b41-3adf-8e03-0614ae7803ab,240
aa84af10-b176-3fdc-806b-ad7e4d45c93f,120
a153948c-6fec-3de3-9a6d-3a7210340815,112
684d5dd7-5964-33ef-81e5-d4070e7b7013,112
36ab1e06-94ef-363f-841c-0e923bfbdac7,112
aeef8e65-6b2c-3c7a-aeba-3f594b9255df,112
a539b143-3ee7-3133-9114-d036bc1e2a5a,112
3e95fa52-cba8-32cb-927c-05bdebd1df86,112
c4b3bb4d-90f0-349e-94cf-17b3c7c74f3d,112
eb6254ad-776c-3830-9a85-0684665c1457,112
1a4e8d69-86fb-3e41-9751-cd39c287179b,112
94d362f0-53b2-33d0-85ca-4770d1371c97,112
62948702-2b60-3384-8424-a93869150bee,112
80fe8fe1-80b4-366d-bff2-aa206dc66199,112
a71789f0-09d9-3374-bd21-04a719a62af8,741
ecc4cf96-0a8f-3775-9cb1-16b32cd3da26,741
3c59e623-7e61-343a-951a-765cb62d3304,741
52348693-479f-3262-b7ba-b9427aee66b8,741
a37b96cc-0586-3eac-b22e-97fb3db3bf05,741
dd3caaea-05bf-383a-afa4-52297c455208,741
cb14977e-d147-3110-8bf0-83c363730609,741
ea44cb23-33f5-3546-a3a9-ed0d710d1769,741
649f4f72-70a8-3df3-b75c-e04bad68e104,741
43f0f4f3-ae32-3ebd-bd14-f624400e3afa,741
45b73f6d-ce7e-331b-b818-4e92eae96ffd,741
1e9f79ac-0850-3ad2-9912-d5365ebd2d1a,741
77f9c092-e2d2-3472-babb-99e2d92bf2a8,741
e1a0631e-6efc-3021-a20d-a4a92081b754,741
c939dd5e-43ba-3266-8f74-573f629de75b,741
a97d123e-7005-3952-a25e-5188e500456a,741
a254463d-8440-3344-98bc-17913505eef5,741
9c6ff5c2-9cef-3f67-b597-f95d1cc937d5,108
e77ad052-251f-36d8-8a94-7016d821ba1c,108
0072d86d-7485-3e48-bc54-fb1383139449,108
03267fff-e222-3e56-b33a-b475036ce9b0,108
5c0652d8-d118-3652-8cbe-16b4a589aa03,741
fc37f29f-2eb9-351c-8b7d-8659ae3dd0d2,741
da86adc6-3c59-3a09-9cf4-9b7d6965319b,741
aa0533b5-8d9c-38a7-8569-296cc74df427,741
87406703-d3df-3962-8bc6-5f2b72da7587,741
5b62040e-c0d8-355f-92e6-b0333593b351,741
13c6bfd3-b8b6-3123-afdb-273147e746c3,741
4671ba5c-fddf-3d9b-91af-7093cdf79d0e,741
2b3beb72-6410-3af4-9119-1ec5b75e6d7c,741
81f845ea-d594-3e0a-b112-0a8c342c1bac,741
1ba36bd5-d56f-310d-b4ef-f2020aa7a13a,741
bd5baa02-e0ca-39df-a61d-361e8534f398,664
2101e24a-f58f-33d1-8ca1-61778a83f886,664
821927cc-c5eb-38c4-93f4-bcca6ee066b1,664
a35e69d8-4355-3bf7-83f7-21f09212cb41,664
3e551eb9-a026-3ebb-98e9-3d4391c3bafd,664
19968d09-a08d-3e09-94dc-06e8179fd3f1,664
42440324-78e9-3db4-a740-5e80b0362576,664
c395095e-d2ec-38f3-905f-4b340bdee5f5,664
7bcdf8aa-f943-38f5-a980-659767acab8f,664
011b2eae-6f5e-3e2a-97a1-f830eadeafcf,664
9bba8c77-b564-301b-b0d6-41ec049e9481,664
aa5ff023-35da-3b9f-a3e4-da8a50f21951,664
623ff391-caed-3535-9fa1-ce595934c7e4,741
7db61091-ab25-3d23-8135-d8253a894e85,741
ac6ec56e-ad7d-3d1a-9278-884b8f25f3ce,741
080dd38d-5101-3c86-ad30-678147c7ed5f,741
1f151924-65cf-32d2-a0e8-f42733ed25f0,741
8cd7afcf-cfd5-3ebf-b88e-9f8a5dba521d,741
4706b4d0-04b1-39d7-beed-ac06d938e626,741
9996831f-b203-3b04-9fbd-acdc46131ea7,741
5be686b7-99a7-3065-a208-99ad1230b4c1,741
cc9c4c82-37d0-3cfa-8a75-4e4556aa9830,741
307b36eb-a4d5-32d9-a128-5714598dcf4b,741
09602c5e-064c-3b80-ad90-8b32b36c805a,741
09ef3862-23ab-3377-9180-2dc6470adcc2,741
b705f4fe-3eda-3f4d-9aaa-8243d94f1474,741
50e08207-c982-3129-8102-ad669ec15d6d,741
96f56d84-8c29-3dd5-8cf0-48608af3cbd2,741
43dac5aa-d3cc-32cc-bf38-c97592915ab9,741
2257cdb7-43c6-366b-b6b3-ae5c2d1f1793,664
949a468f-cbba-319b-8138-c68d95bd6718,664
5e5de348-fbab-39e0-b2d7-203307ceae13,664
2ad701ef-ce06-3972-9ec9-7523b1a39a16,664
5d1b0acb-9cda-3b31-95e5-6568889d08e4,664
e4ce90c8-b63f-313f-a4c0-5cc91e719480,664
f9ccedfd-ebbc-33b5-9cdf-3e256b34c97e,664
7bf0342d-4949-3f14-a29f-083140f72648,664
99704d3d-8b9a-3ed8-b75f-a50c5671f952,664
a5e7eeaa-0f57-3d4e-9066-5664b4752838,664
00ad50eb-4a49-3f8c-9868-6877e9408e3d,664
33d6238c-de54-3bb1-85e5-bb711ca51d79,664
a541beec-9660-3923-b500-e23939b7463a,664
7f4b103d-57dd-3340-8def-5d79e6ce7dbe,664
87f17bce-e060-336b-a35d-3dd900a3947d,664
fe38c17e-29f9-322e-ab1b-62823374eb2c,664
d091c93c-31a2-310a-b279-2a2bf59e4da5,664
01f9d8ed-33e3-3af5-910c-74bf1b5ffd7c,664
95202049-95d7-3501-b272-ca0b8c1e6444,664
193f3997-d101-333b-ab77-a1fa5d2514db,664
64f8e7e1-e902-30ad-8942-9afa0de9b678,664
e535666f-e396-30bc-b67d-be57c34ef003,664
9b49a0fe-3c27-3297-a7c3-22cd528c35da,664
f2a531e6-c64f-3307-a962-b493156c9f18,664
61571e53-016b-383d-9dc5-5460b1d9c5e4,664
59601f06-a51e-3e97-91bd-c0c517577670,664
eed3fdd7-5135-37bf-97e7-df8099400b21,664
8eafe08d-381a-3106-87b4-7922ecf92fdd,664
788b4b1e-91be-321e-9f00-f1bd812f9df1,664
4cbc0045-4846-38cd-89b4-63c37312daa8,664
245a3a9b-0a87-3cc5-9dac-ba164b32d71a,664
f8e35870-7f2c-3603-a478-2a738f35017f,664
3d1f1a5e-800c-39bd-a07f-ee9b5a4c388d,664
edfb0c00-da5e-3452-9a1a-45fcb24aca10,664
52f0860b-0ed3-3804-b336-62f56f2f37d1,664
9e7ef43a-0608-394b-a301-0f65a80065f2,664
7cf52e76-15c5-3bac-a596-f4835f6f9308,664
c5c992a9-ad56-37a2-b2d9-0cc1414baacf,664
d57ee847-7ada-312e-8031-9a043ff05208,664
0d027464-6a70-31fa-ba96-276fc90367e0,664
75bb9ead-c8ba-3d9a-bf1d-5d6d51ea334a,664
80414d80-caad-30fa-9498-50e5452f4136,664
7e6dd8f9-b303-3969-8064-22c7c474fefb,664
e66e3b9a-2c2d-3a44-8995-3a98b6623f6a,664
47d6104d-6fe8-3c05-84d1-b2e3c71805f0,664
ba1a88d5-6b26-3fc6-9dec-7e352f4ed8f3,664
011b3ef4-f86a-3992-80ab-a26ecd6b2020,664
93aefb16-68b1-354c-8f20-c922888781c1,664
c5db5282-2a68-35a7-abff-7c11635414a3,664
3e81082e-b615-3891-8192-7f4ae3d345b3,664
43800303-06d9-3eda-be37-ae8e9020d8c9,664
32b5c378-8cba-302b-8079-3c039a5a4e5b,664
17d3b45d-5b45-30e5-bb75-d8c6f8d7d076,664
89317e09-4273-3fd7-a44b-44c3d54f35e2,664
a89758ac-19e5-34c8-b475-3e92fef17468,664
991691ac-a130-390f-89df-00ffd3e4fcfa,664
bebb6ce8-a2c9-3e22-84c7-1a67781f90f0,664
f09c9ac2-6a2c-3e63-b081-afbde04093b5,664
e30e5819-584c-36be-83b8-e6d948f179ef,664
78c02feb-eaf6-3cdb-97ab-e2a0ec94e952,664
6191cc38-a195-307c-ac33-4c1f42c1619b,664
bbfccd68-9aaf-3032-830a-0ccf979ace44,664
89f05539-fdef-3784-866e-b6eec22d58ef,664
8b79f805-7682-3006-915d-30df2806c581,664
661b5c09-ce3d-30c1-870d-45c6b8086f94,664
47326330-0311-3913-a89b-9681e13f87a3,664
992b459f-cff2-3cdb-a2b8-51837c14f3f7,664
44fb4ea0-92df-39dd-ba2b-7de86b63fddd,664
6238b74b-f114-3d37-a2e2-8704f934b94f,660
0da23d19-4a76-368a-b829-44fe7677c8d1,660
c00823a2-7a21-3fdd-adf5-6821d4bebe46,660
8e5f2c8c-e523-38a9-ae62-12184389d078,660
ec1340c3-8ad5-3460-aede-b8816907d362,660
8d70ec4c-5c21-336e-bad5-96d45d010415,660
a1bd62e3-9ce9-36e9-b8a8-43d1752cb5d1,660
5900fd3d-846e-327f-8ca1-0e6f94988119,660
48dac04d-f18c-30f4-a1bd-858afb62e390,660
989d1984-1d81-39ce-881d-c098da7063a4,660
75d8d758-d2a2-3d2e-9a9d-7be2301703cc,660
818b0cfa-ce52-361e-aabc-e779631d297e,660
66a8a044-13e9-3127-a247-fd622649f9bc,660
b31d6c78-a41e-3908-aa77-adaf01c998c2,660
c9b42789-0d1d-3fcd-a771-badc8ca9e973,660
bda14af2-322c-38d3-8cdb-c0ba4ad56624,660
2f9e98b9-b8bf-3a68-b9bc-77a7204e0740,660
e698ce22-5e36-32e2-becc-b716699f54ec,660
131957b8-082c-3664-af7c-3e181ac02493,660
df04e520-88ae-3426-8302-8263aa0c3ac8,660
2e961231-12c5-33b1-829d-9fa4a930e3d2,660
3e5e5228-a734-3f14-81cb-fcb1cdce4c25,660
ec88dc03-cfaf-3a6a-b60f-892bf626fca3,660
a3e5c091-41d1-3ae8-ad56-0c67a0560a1d,660
644293fb-203f-3426-b39b-d5fc0e70a9d3,660
832a6d30-339f-3105-b5dd-6b88567ac091,660
d142afa8-f279-3acb-9b36-5bb7d61682d7,660
68e4b176-2e35-34bd-ac91-e1fbc1377545,660
4f5ef52d-cf33-3a9e-b056-f51e09617685,660
d2cd87d9-8349-310e-9979-55c0d4332e90,660
9a082e2b-bd36-343f-9e0c-bf7e6cdddf4c,660
dbdb9091-00ca-3231-a61c-0db3aed0a3c7,660
94a3d320-44d8-3a6f-8623-9d40f54b8cbc,660
ccfa1aea-055f-349d-8e11-b35daac2bdc6,660
ac336233-ea3b-367d-8599-0c12a73bf44f,660
ff7f9e64-6eff-3332-8750-8fac09784c51,660
8e291dac-8ed0-39d3-b072-8c60ad6339ab,660
da826a3a-8d2f-3c83-89da-cdb2d2ec038f,660
fe596e6d-4870-3c87-8f0f-a13173bf2b58,660
1f679327-cc3d-3017-bbfc-7715fb2a2f1b,660
5b707648-5c18-33c0-bd22-955a88154bce,660
bd99841f-96cf-3dc2-a50a-6a5100541fa5,660
39897c6e-cc60-3832-9d79-5d96adb5625a,660
3f76f4fa-83f1-3175-a379-bc7a074ad42a,660
0a4fdd0d-fb93-3528-be33-0d97bf3028fc,660
12beda06-2166-3734-8422-04786245f34c,660
ef8358be-6fb9-3f87-83ee-ac61bca4774c,660
362c0f95-2721-3ca6-9293-d0fffebc9438,660
9c4e4a7e-61ba-3555-b127-4a85f7033a44,660
d096b048-5457-357f-8414-a405cb46e470,660
6c5ce3be-e93a-3c6b-9e68-d783a2a9f28e,660
a279c8c8-36ab-3dfc-93c8-2b6efe32895d,660
a9199491-8d26-37bf-b734-953b660d6b97,660
0b81fce2-c8ea-34ac-afac-a0dd1c921095,660
501bc4b2-8974-3df8-ae72-25a2a1050e3d,660
8610103f-2a82-3a4a-8822-bafbe8fb92a3,660
ef720165-268b-30a2-86a3-7e60b9344591,660
337c7c06-ff39-3de3-8852-199f6150fda8,660
8fc27d02-ded2-32c4-a843-5f3ee3dd238d,660
1071c392-7bed-3aae-bd62-59747ba0e542,660
724e9142-0f88-3543-bedc-bae2e6ab09c8,660
ef362aa6-6c8d-34a2-a688-a1d9c4a5ac17,660
740da8f8-e50f-3903-ae99-91a5a885ee5a,660
479f554a-21ff-3f82-9c6f-c27d3f5dfe6c,660
ca22277d-c2d2-30b6-96cb-113474cc07b2,660
bceffc71-f328-3627-a7a8-34cb35c04ff4,660
3faf7c59-368a-3d42-9f3f-b7fca461d06a,660
25801dfe-b61e-358a-bff1-9d233b6f055a,660
8b1590d2-bbe4-31a3-9ccd-af7830ab1503,660
fd64c09a-67a8-3ca3-bd61-01a63f245b68,660
b48713fa-4f43-3b22-8a5a-3c6e98d44554,660
9fc6e38b-0787-3a04-b94f-f81dd980a0c0,660
465cde70-9e62-372b-8806-88f7342ca70c,660
53f3bd82-7142-3ddc-8ae7-1322739d732b,660
60b9ceea-fbec-39b7-b893-b3fabf044a10,660
e32df8d0-c2ee-3d6c-acab-1c8b54f8506a,660
43551079-200c-3efa-8d55-b90da084e4bd,660
694c8707-bb16-3bbe-95c2-b4680e397c33,660
4e2d9e45-c73b-31e0-9777-738080c22844,660
940d3bb8-ae41-32fb-85d0-6e32952b1a31,660
4864429e-0b0d-3b3a-981c-10244f093a10,660
ed237dfa-020b-3fe9-99e3-71268723d4df,660
afc2f110-4a09-358d-92b4-8dfd3b59a88a,660
f0073610-f76e-3b06-be22-db2aa8eac04f,660
f77bf7b0-0926-3af7-bdaa-fa98788a590d,660
c48229fc-a9e4-3aa5-8a03-63b922805467,660
6180c493-5465-30a7-93bd-ed8ac741028c,660
6a44c7e5-eb3f-3abf-ac44-4c34460c19bd,664
ac1237b8-9881-3ed4-8064-f88378c3c7e6,664
3bfbada3-25c4-3230-85a7-e72dc8465369,664
0d2e82b1-c3c3-30d2-9e75-8f41d939023a,664
69126e18-42d4-3974-af3c-97caccb9a673,664
b6bb758e-a885-3e78-aaf5-959b49e06286,664
d111f13b-671e-39cb-81ab-a53f8609dcf4,664
5acd5832-75cb-33ea-917d-4d167333e852,664
866c8e66-3cbc-32ce-8862-0473eee9764c,664
0ab6049a-2cdf-361c-bed4-b4513b58cc35,664
10229e0b-5f9a-36aa-aa12-6b2c279425c1,660
f7502919-887e-390f-857f-1972231ba2e6,660
efab0994-e105-35f4-962d-fca8ffba4344,660
b7d36864-9a81-3a14-8b68-3b3b1624aa0f,660
8d1ceafb-239e-316a-b8eb-417e6f4fe576,660
4042c7e4-90f6-3d0e-a7e1-550f8d5ad35a,660
53be0768-2068-3dc3-b1f4-8a3264303a3e,660
b92bf217-ba05-3d1a-922b-29dcecf03f49,660
a25fe433-1e9e-32db-a50f-3340cb3c94ed,660
70cbf32e-3a26-3df4-8061-c5eda1ff44a9,660
59a665a7-e731-38f9-8289-2eafa392a8ed,660
6c774569-0c3d-33a1-9255-b07b6afadd5c,660
127310e2-d093-3597-87fc-d49f1a081b48,660
18573d95-f165-3f28-b0c0-bdb543092ccf,660
f6aa5de3-49e5-3563-90a8-5fe37e9ee44f,660
09a15cfd-8457-3269-97b2-027f3919d42a,660
0f4025a4-2faa-3a9b-a5c6-21cc1652c35c,660
5012efbf-1845-3b8c-b60e-caba4d6a34e5,660
ab39fe65-1a73-3af8-b347-fe1f79b5228d,660
b0932632-783d-3aa5-83dc-a841ed6297aa,660
831a5aae-c0e0-32c8-b726-491398a5130d,660
05047550-8876-315b-b25d-d13dcba5751a,664
1729dcb6-7e36-3b63-aa36-37fbc3e6949c,664
1618381e-a531-3a0e-842f-15b0461008b7,664
b4d7138e-36d4-354e-a3f0-ed516385d139,664
7d88d424-53da-3b4b-b5e1-41625b5b6079,664
2cb67624-9ccc-3e29-aaaf-766a87ec0c8c,664
525ee3a4-9335-30dc-a083-29af6d004280,660
e3f3ce1d-64b0-3704-90f5-a85d6933c532,660
63efd63c-7a2b-38a4-b85d-685f32921c6e,660
12be89d5-0597-3d6f-9c5c-9dc84d10f99d,660
e1e59b0a-3869-3bc5-ba00-8d5d1fa25b8d,660
f10ea492-8865-3c23-a9cb-33ebdb71b055,660
8d53a8c3-c1d0-3460-9ec3-939e2808243e,660
4fcea107-4ca6-3e49-b801-d29716c777a9,660
4c9d59e2-2eb0-3b8c-9745-133d449bbc45,660
234ec205-d69f-3385-8d93-6f0a0942d1ea,660
c9b53558-6869-32af-9b7d-a98baef066d2,660
70563e2e-875a-38f1-a075-d89d24b51cb5,660
cbed4e77-d133-39b8-a3dd-46ddd9465fd2,660
